segment_id,start_hint,end_hint,emotion,semantic_theme,visual_motifs,motion_style,duration_hint,notes
CH05_SC130,8:14,8:20,defensive,conversational receptiveness,"Starting with the balance scale, camera zooms out showing a person watching it calmly, lit by a soft crimson light",shot-reverse-shot,5.51,Làm thế nào để đối thoại với một người đang bảo vệ một quan điểm sai lầm mà không cãi vã?
CH05_SC140,8:20,8:23,defensive,conversational receptiveness,"A close-up shot of a hand gently holding an open hand, illustrating support, charcoal grey shadow background",shot-reverse-shot,3.67,Bí quyết nằm ở một ranh giới tinh tế mà ít người nhận ra.
CH05_SC150,8:23,8:27,defensive,conversational receptiveness,"Starting with the hands, camera pans left showing a person nodding gently during a conversation",shot-reverse-shot,3.94,Đó là phân biệt giữa thừa nhận cảm xúc và đồng ý với nhận thức.
CH05_SC160,8:27,8:32,defensive,conversational receptiveness,"A slow camera panning right showing two silhouette figures sitting close and talking, with a warm crimson light glowing in the space between them",shot-reverse-shot,4.99,"Nhiều người sợ rằng nếu họ thừa nhận ý kiến của đối phương, họ sẽ trở nên nhu nhược."
CH05_SC170,8:32,8:36,defensive,conversational receptiveness,"Starting with the two figures, camera zooms in on a graphic vector of a shield dissolving into soft crimson particles",shot-reverse-shot,3.94,Họ nghĩ mình đang đồng ý với cái sai.
CH05_SC180,8:36,8:42,defensive,conversational receptiveness,"A close-up of a minimalist 2D brain vector model on a dark background, with neural paths glowing in soft slate blue light showing slate blue neural pathways lighting up slowly, replacing the flashing red amygdala",shot-reverse-shot,6.04,"Bạn có thể không đồng ý với suy nghĩ của họ, nhưng bạn hoàn toàn có thể xác nhận cảm xúc của họ."
CH05_SC190,8:42,8:48,defensive,conversational receptiveness,"Starting with the calm brain, camera zooms out showing a person sitting in front of a laptop, typing with a relaxed posture",shot-reverse-shot,5.77,"Khi đối phương đang giận dữ, hãy nói: Tôi hiểu dự án này đang mang lại áp lực rất lớn cho bạn."
CH05_SC200,8:48,8:52,defensive,conversational receptiveness,"A steady shot of a digital card showing the English text 'VALIDATION' aligned to the bottom-right corner, charcoal grey backdrop",shot-reverse-shot,4.20,Câu nói này không có nghĩa là bạn đồng ý với phương án tồi của họ.
CH05_SC210,8:52,8:56,defensive,conversational receptiveness,"Starting with the validation card, camera pans up slowly to show the calm narrator sitting behind his desk, holding an old leather-bound book",shot-reverse-shot,3.67,Nó chỉ có nghĩa là bạn thừa nhận thực tại cảm xúc của họ.
CH05_SC220,8:56,9:01,defensive,conversational receptiveness,A close-up shot showing the calm narrator's face as he turns a page of the book under the studio light,shot-reverse-shot,4.72,"Một khi cảm xúc được thừa nhận, hạch hạnh nhân của họ sẽ tự động hạ vũ khí."
CH05_SC230,9:01,9:07,defensive,conversational receptiveness,"Starting with the open book page, camera zooms out showing the desk surface with a soft crimson ambient light",shot-reverse-shot,6.56,"Bức tường tự vệ sụp đổ, và lúc đó vỏ não trước trán của họ mới sẵn sàng lắng nghe lập luận logic của"
CH05_SC240a,9:07,9:12,defensive,conversational receptiveness,"A steady medium shot showing the calm narrator speaking with a calm hand gesture, showing the starting phase of the action",shot-reverse-shot,5.25,Nhưng làm thế nào để chúng ta có đủ sự điềm tĩnh để tháo ngòi nổ cảm xúc của người
CH05_SC240b,9:12,9:16,defensive,conversational receptiveness,"Starting with the narrator, camera slowly pans left to a blackboard showing vector outlines of talking heads, showing the progress of the action",shot-reverse-shot,3.41,khác khi chính cái tôi của chúng ta cũng đang bị kích động?
CH05_SC250,9:16,9:22,defensive,conversational receptiveness,A close-up shot showing the blackboard chalk drawings fading under a soft spotlight,shot-reverse-shot,6.30,Lời giải đáp nằm ở sự giao thoa kỳ diệu giữa triết học Khắc kỷ phương Tây và trí tuệ Phật giáo phươn
CH06_SC010,9:22,9:27,tranquility,stoic and buddhist philosophy,"Starting with a steady shot of an ancient Roman stone wall under a night sky, with a single marble bust of Marcus Aurelius in a niche, deep slate blue background",slow pan left,4.99,"Khi ai đó phán xét hoặc tấn công bạn bằng lời nói, một phản xạ tự vệ trỗi dậy."
CH06_SC020,9:27,9:31,tranquility,stoic and buddhist philosophy,"A close-up shot of a hand writing with a quill on old parchment under a warm yellow candle light, showing neat cursive letters",slow pan left,3.94,"Bạn cảm thấy nóng bừng, muốn tranh đấu đến cùng để chứng minh mình đúng."
CH06_SC030,9:31,9:38,tranquility,stoic and buddhist philosophy,"Starting with the quill writing, camera slowly zooms out to show the journal page displaying the English text 'MEDITATIONS' in a clean font",slow pan left,6.82,"Lúc này, bạn đang rơi vào ảo tưởng lớn nhất của cái tôi."
CH06_SC040,9:38,9:42,tranquility,stoic and buddhist philosophy,"A steady shot showing a brass pocket compass, the needle pointing steadily towards the North on a golden face resting on top of the old journal page, with the golden candle light reflecting on its brass casing",slow pan left,4.46,Triết học Khắc kỷ đưa ra một ranh giới giải thoát mang tên Phân đôi kiểm soát.
CH06_SC050,9:42,9:49,tranquility,stoic and buddhist philosophy,"Starting with the compass, camera pans right showing a stone archway leading into a quiet empty courtyard under a starry night sky",slow pan left,6.30,"Hoàng đế Marcus Aurelius từng viết rằng: Bạn có quyền kiểm soát tâm trí của mình, chứ không phải các"
CH06_SC060,9:49,9:54,tranquility,stoic and buddhist philosophy,"A slow camera panning left showing a stone statue of Buddha sitting in meditation in the desert, sand blowing gently around the base",slow pan left,5.25,Phán xét của người khác là sự kiện bên ngoài.
CH06_SC070,9:54,10:00,tranquility,stoic and buddhist philosophy,"Starting with the Buddha statue, camera zooms in on the quiet face of the statue, with a soft emerald green light reflecting on the stone forehead",slow pan left,6.56,"Trong trí tuệ phương Đông, Đức Phật dạy về tâm Vô ngã."
CH06_SC080,10:00,10:06,tranquility,stoic and buddhist philosophy,"A close-up of a single water drop falling into a calm pond, creating gentle ripples that expand outwards, deep slate blue background",slow pan left,5.25,Lời nói của người khác sẽ không còn đòn bẩy nào để móc vào và kéo đổ tâm trí bạn.
CH06_SC090,10:06,10:09,tranquility,stoic and buddhist philosophy,"Starting with the water drop, camera zooms out showing a person sitting in meditation on a wooden deck next to the pond",slow pan left,3.41,Sự tự tại tối thượng không phải là bạn trở nên vô cảm.
CH06_SC100a,10:09,10:14,tranquility,stoic and buddhist philosophy,"A slow camera panning right showing a graphic illustration of an outline figure fading into a starry background, representing non-self, showing the starting phase of the action",slow pan left,5.25,"Đó là khi bạn nhìn rõ cơn bão cảm xúc của đối phương, hiểu rằng nó thuộc về họ, và"
CH06_SC100b,10:14,10:16,tranquility,stoic and buddhist philosophy,"Starting with the fading figure, camera zooms in showing a slate blue brain vector model with neural pathways glowing in soft emerald green, showing the progress of the action",slow pan left,1.84,điềm tĩnh đứng ngoài cuộc chiến đó.
CH06_SC110,10:16,10:20,tranquility,stoic and buddhist philosophy,"A steady shot showing the calm narrator holding up the old journal, pointing to a page with a warm and gentle smile",slow pan left,3.41,Chúng tôi không khuyên bạn buông bỏ cái tôi một cách giáo điều.
CH06_SC120,10:20,10:26,tranquility,stoic and buddhist philosophy,"Starting with the narrator, camera pans right showing a chalkboard with the English text 'IT MAKES SENSE' written in clean bold letters",slow pan left,6.04,Khoa học chứng minh việc xả ly cái tôi muốn thắng giúp tiết kiệm tối đa năng lượng cho vỏ não trước 
CH06_SC130,10:26,10:30,tranquility,stoic and buddhist philosophy,"A close-up shot of a hand writing the English words 'THAT YOU FEEL' on the chalkboard, with green chalk dust falling down",slow pan left,4.72,"Lúc này, bạn có thể thực hành sự thấu cảm bằng công thức Validation thực chứng của Harvard."
CH06_SC140,10:30,10:34,tranquility,stoic and buddhist philosophy,"Starting with the chalkboard, camera zooms out showing the complete sentence 'IT MAKES SENSE THAT YOU FEEL' highlighted by a soft spotlight",slow pan left,3.41,Khi ai đó đang tức giận hoặc lo lắng vì một bất đồng.
CH06_SC150a,10:34,10:39,tranquility,stoic and buddhist philosophy,"A slow camera panning left showing a person nodding and listening to a colleague, a warm emerald green light connecting their silhouettes, showing the starting phase of the action",slow pan left,5.25,"Thay vì phản bác nhận thức của họ, hãy dùng câu nói: Mọi chuyện hoàn toàn có lý khi bạn"
CH06_SC150b,10:39,10:41,tranquility,stoic and buddhist philosophy,"Starting with the two silhouettes, camera zooms in on a graphic vector of a knot untying itself smoothly, showing the progress of the action",slow pan left,2.10,cảm thấy như vậy trong hoàn cảnh này.
CH06_SC160,10:41,10:48,tranquility,stoic and buddhist philosophy,"A close-up shot of a person's chest relaxing, breathing out slowly, deep slate blue background",slow pan left,6.56,Tiếng Anh gọi là: It makes sense that you feel this way.
CH06_SC170,10:48,10:55,tranquility,stoic and buddhist philosophy,"Starting with the chest relaxing, camera pans down showing the brass pocket compass on the desk, the needle resting steadily on North",slow pan left,6.82,Bạn không xác nhận suy nghĩ của họ là đúng.
CH06_SC180,10:55,10:59,tranquility,stoic and buddhist philosophy,"Starting with the compass, camera pans up to show the calm narrator clasping his hands together on the desk, ready to conclude",slow pan left,4.72,"Khi cảm nhận được sự tôn trọng này, đối phương sẽ tự động hạ vũ khí phòng vệ."
CH06_SC190,10:59,11:04,tranquility,stoic and buddhist philosophy,A steady close-up shot showing the calm narrator looking into the camera lens with a calm expression,slow pan left,4.46,Và đó là lúc chiếc la bàn giao tiếp của cả hai tìm thấy trục cân bằng.
CH06_SC200,11:04,11:10,tranquility,stoic and buddhist philosophy,"Starting with the narrator's face, camera zooms out showing the dark wooden desk in the dimly lit studio",slow pan left,6.30,Nhưng làm thế nào để chúng ta đưa tất cả những tri thức khoa học và triết học này vào đời sống hàng 
CH06_SC210,11:10,11:14,tranquility,stoic and buddhist philosophy,"A steady medium shot showing the calm narrator speaking slowly, soft emerald green light reflecting in the studio background",slow pan left,3.67,Hãy cùng thiết lập một bản kế hoạch hành động ba bước dứt khoát.
CH07_SC010,11:14,11:20,empowered,actionable steps,"Starting with a steady shot of a dark mahogany desk, three glowing golden circles displaying the English icons 'REAPPRAISAL', 'LIMIT APOLOGY', 'VALIDATE'",slow zoom-in,6.56,"Để đưa những khám phá khoa học này vào đời sống của bạn, hãy bắt đầu rèn luyện bản kế hoạch ba bước "
CH07_SC020,11:20,11:22,empowered,actionable steps,"A close-up shot showing a hand placing a document labeled 'DAILY PRACTICE' on the desk, warm mahogany background",slow zoom-in,2.10,"Bước thứ nhất, tái cấu trúc nỗi sợ."
CH07_SC030,11:22,11:27,empowered,actionable steps,"Starting with the document, camera zooms out showing a person sitting at the desk, writing down notes with a calm focus",slow zoom-in,4.99,Mỗi khi bạn chuẩn bị bước vào một cuộc giao tiếp áp lực và cảm thấy tim đập nhanh.
CH07_SC040,11:27,11:34,empowered,actionable steps,"A slow camera panning right showing a graphic timeline with three checkpoints labeled 'STEP 1', 'STEP 2', 'STEP 3' in clean print",slow zoom-in,6.82,Hãy tự nói với bản thân: Tôi đang phấn khích.
CH07_SC050,11:34,11:37,empowered,actionable steps,"Starting with the timeline, camera zooms in showing a person looking at a mirror, with a steady golden light reflecting on their face",slow zoom-in,2.62,"Bước thứ hai, quy tắc giới hạn lời xin lỗi."
CH07_SC060,11:37,11:41,empowered,actionable steps,"A steady shot of a brass pocket compass, the needle pointing steadily towards the North on a golden face lying on the mahogany desk, the brass casing glowing warmly, the needle pointing due North",slow zoom-in,4.46,"Khi phạm lỗi, hãy nói lời xin lỗi tối đa hai lần trong một cuộc trò chuyện."
CH07_SC070,11:41,11:45,empowered,actionable steps,"Starting with the steady compass, camera slowly zooms out showing a notebook next to it with the English text 'DIRECTION' in clean bold print",slow zoom-in,3.41,Hãy cắt bỏ hoàn toàn phần giải thích dài dòng của cái tôi.
CH07_SC080,11:45,11:50,empowered,actionable steps,"A close-up shot of a hand picking up the compass from the desk, showing a firm and confident grip, dark background",slow zoom-in,5.25,"Thay vào đó, hãy đưa ra một cam kết hành động thay đổi cụ thể và có thể đo lường."
CH07_SC090,11:50,11:53,empowered,actionable steps,"Starting with the hand holding the compass, camera pans right showing the closed oak door from Chapter 1, now lit by a warm golden light",slow zoom-in,3.15,"Bước thứ ba, thừa nhận thực tại cảm xúc của đối phương."
CH07_SC100,11:53,11:59,empowered,actionable steps,"A slow camera panning right showing a person standing before the oak door, looking at it with a calm and ready expression",slow zoom-in,5.77,"Khi gặp ý kiến trái chiều, hãy dùng công thức: Điều đó hoàn toàn có lý khi bạn cảm thấy như vậy."
CH07_SC110,11:59,12:06,empowered,actionable steps,"Starting with the person, camera zooms in showing a hand reaching out and turning the brass doorknob of the oak door",slow zoom-in,6.82,Nước đi này sẽ hóa giải hạch hạnh nhân đang cảnh giác của đối phương.
CH07_SC120,12:06,12:10,empowered,actionable steps,"A steady shot showing the oak door slowly opening, revealing a warm golden light and silhouettes of people mingling inside a bright hall",slow zoom-in,4.20,Nếu bạn thấy những phân tích khoa học này giúp bạn nhìn nhận lại bản thân.
CH07_SC130,12:10,12:15,empowered,actionable steps,"Starting with the opening door, camera pans right showing the person stepping through the doorway into the golden light",slow zoom-in,5.25,Hãy nhấn đăng ký kênh để tiếp tục đồng hành cùng chúng tôi trong những số phát sóng tiếp theo.
CH07_SC140,12:15,12:21,empowered,actionable steps,"A close-up shot showing the face of the person smiling gently, with no tension or fear, looking around the bright room",slow zoom-in,6.30,"Bây giờ, hãy nhìn lại chiếc la bàn bỏ túi bằng đồng trên bàn."
CH07_SC150,12:21,12:26,empowered,actionable steps,"Starting with the smiling face, camera zooms out showing a large clean mirror on the wall of the hall, reflecting the room and the person",slow zoom-in,4.99,Nó đã tìm thấy trục định vị của riêng mình.
CH07_SC160,12:26,12:33,empowered,actionable steps,"A slow camera panning right showing the mirror reflection, with the room fading into a steady golden light, leaving a single calm silhouette",slow zoom-in,6.82,Hãy quay lại cảnh tượng ở chương đầu tiên.
CH07_SC170,12:33,12:39,empowered,actionable steps,"Starting with the mirror reflection, a close-up shot of the mirror surface showing gentle golden ripples, before fading slowly to absolute black",slow zoom-in,5.51,Liệu bạn có bước vào không?
CH07_SC180,12:39,12:43,empowered,actionable steps,"A steady shot of the final black screen, with the English text 'FIND YOUR CENTER' fading in slowly in a clean golden font",slow zoom-in,4.72,Đó là tín hiệu cơ thể bạn đã sẵn sàng để kết nối.
CH07_SC190,12:43,12:49,empowered,actionable steps,"Starting with the text overlay, camera zooms out slowly as the light fades completely, dark mahogany background",slow zoom-in,5.25,"Nhưng bạn không bước vào để trình diễn, hay để kiểm soát xem người khác có thích mình hay không."
CH07_SC200,12:49,12:54,empowered,actionable steps,A close-up shot showing a hand placing the brass pocket compass into a velvet pouch on the table,slow zoom-in,5.51,"Bạn bước vào để lắng nghe, thừa nhận thực tại của họ, và buông bỏ sự phán xét của chính mình."
CH07_SC210,12:54,12:59,empowered,actionable steps,"Starting with the velvet pouch, camera pans up slowly to a final empty wooden desk under a warm spotlight",slow zoom-in,5.25,"Rốt cuộc, giao tiếp xã hội không phải là đấu trường để bạn chứng minh giá trị của cái tôi."
CH07_SC220,12:59,13:06,empowered,actionable steps,A steady medium shot showing the empty studio desk as the spotlight fades slowly to black,slow zoom-in,6.56,Nó là tấm gương soi chiếu thế giới nội tâm của chính bạn.
