segment_id,start_hint,end_hint,emotion,semantic_theme,visual_motifs,motion_style,duration_hint,notes
CH4_SC16,11:33.66,11:41.66,helplessness,learned helplessness,"2D minimalist vector illustration of close-up shot. Close-up on the dog's collar showing a tag that reads 'Helplessness'. Moody gray background, cold lighting., flat design, Nordic Noir colors",slow dolly-in,8.0,close-up shot. Close-up on the dog's collar showing a tag...

CH4_SC17,11:41.66,11:49.66,neutral,narrative,"2D minimalist vector illustration of shot. A human brain diagram showing a flat line of activity in the prefrontal cortex, indicating loss of control. Charcoal background., flat design, Nordic Noir colors",locked tripod,8.0,shot. A human brain diagram showing a flat line of activi...

CH4_SC18,11:49.66,11:57.66,neutral,narrative,"2D minimalist vector illustration of shot. A heart rate monitor showing a flat-lining blue line (reduced Heart Rate Variability), reflecting biological freezing. Cold blue and navy tones., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A heart rate monitor showing a flat-lining blue lin...

CH4_SC19,11:57.66,12:05.66,neutral,narrative,"2D minimalist vector illustration of shot. An icy landscape where a small green plant is slowly covered by frost and dies. Desaturated gray and icy blue color palette., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,shot. An icy landscape where a small green plant is slowl...

CH4_SC20,12:05.66,12:13.66,neutral,narrative,"2D minimalist vector illustration of shot. A grandfather clock with its pendulum swinging slower and slower until it stops completely. Charcoal gray tones, soft shadows., flat design, Nordic Noir colors",slow panning,8.0,shot. A grandfather clock with its pendulum swinging slow...

CH4_SC21,12:13.66,12:21.66,neutral,narrative,"2D minimalist vector illustration of medium shot. A person sitting at a desk with their head resting on their hands, looking completely depleted of energy. Moody and dark lighting., flat design, Nordic Noir colors",slow panning,8.0,medium shot. A person sitting at a desk with their head r...

CH4_SC22,12:21.66,12:29.66,neutral,narrative,"2D minimalist vector illustration of shot. A glowing light bulb slowly dimming and turning dark as the electrical filament inside snaps. High contrast., flat design, Nordic Noir colors",slow dolly-in,8.0,shot. A glowing light bulb slowly dimming and turning dar...

CH4_SC23,12:29.66,12:37.66,soothing,biophilia healing,"2D minimalist vector illustration of shot. A dry leaf being blown away by the wind across a barren concrete ground under a dark gray sky., flat design, Nordic Noir colors",slow panning,8.0,shot. A dry leaf being blown away by the wind across a ba...

CH4_SC24,12:37.66,12:45.66,burden,karma burden,"2D minimalist vector illustration of shot. A heavy metal safe door closing slowly and locking shut with a loud click. High contrast lighting, charcoal tones., flat design, Nordic Noir colors",slow panning,8.0,shot. A heavy metal safe door closing slowly and locking ...

CH4_SC25,12:45.66,12:49.67,burden,karma burden,"2D minimalist vector illustration of shot. A heavy iron lock hanging on the metal safe door, casting a long shadow on the steel surface. Cold gray tones., flat design, Nordic Noir colors",slow tilt-down,4.01,"shot. A heavy iron lock hanging on the metal safe door, c..."

CH4_SC26,12:49.67,12:53.68,neutral,narrative,"2D minimalist vector illustration of shot. The screen slowly and smoothly fades into a deep, silent black space., flat design, Nordic Noir colors",slow fade,4.01,"shot. The screen slowly and smoothly fades into a deep, s..."

CH5_SC01,12:53.68,13:01.68,detachment,spiritual bypass meditation,"2D minimalist vector illustration of close-up shot. Close-up on The Meditator's chest. A warning soft crimson red glow starts to emanate from his chest, representing rising internal tension and moral guilt. Charcoal background., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,close-up shot. Close-up on The Meditator's chest. A warni...

CH5_SC02,13:01.68,13:09.68,detachment,spiritual bypass meditation,"2D minimalist vector illustration of medium shot. The Meditator sits meditating, but a red grid of lasers wraps tightly around his shoulders, squeezing him. High contrast, charcoal and red tones., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,"medium shot. The Meditator sits meditating, but a red gri..."

CH5_SC03,13:09.68,13:17.68,helplessness,learned helplessness,"2D minimalist vector illustration of shot. A clinical definition on a screen reading 'Moral Scrupulosity OCD' next to a drawing of a person trapped inside a cage of their own thoughts. Stark white and gray., flat design, Nordic Noir colors",locked tripod,8.0,shot. A clinical definition on a screen reading 'Moral Sc...

CH5_SC04,13:17.68,13:25.68,neutral,narrative,"2D minimalist vector illustration of shot. A person standing in front of a mirror. Instead of a normal reflection, the mirror shows a large accusing eye staring back. Moody lighting., flat design, Nordic Noir colors",slow panning,8.0,shot. A person standing in front of a mirror. Instead of ...

CH5_SC05,13:25.68,13:33.68,somatization,psychosomatic pain,"2D minimalist vector illustration of shot. Close-up of a hand tightly gripping a stomach in pain. A warning soft crimson red light flashes over the stomach area. Dark navy background., flat design, Nordic Noir with soft crimson red accents",locked tripod close-up,8.0,shot. Close-up of a hand tightly gripping a stomach in pa...

CH5_SC06,13:33.68,13:41.68,somatization,psychosomatic pain,"2D minimalist vector illustration of shot. A diagram showing the HPA-axis (hypothalamus-pituitary-adrenal) flooding the bloodstream with red cortisol droplets. Charcoal background., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A diagram showing the HPA-axis (hypothalamus-pituit...

CH5_SC07,13:41.68,13:49.68,neutral,narrative,"2D minimalist vector illustration of close-up shot. A glass cup slowly cracking under the heat of boiling water. The cracks spread outward slowly. Moody lighting, high contrast., flat design, Nordic Noir colors",slow panning,8.0,close-up shot. A glass cup slowly cracking under the heat...

CH5_SC08,13:49.68,13:57.68,neutral,narrative,"2D minimalist vector illustration of medium shot. A person sitting at a desk, looking completely exhausted. A battery icon above their head shows only a single blinking red bar. Charcoal tones., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,"medium shot. A person sitting at a desk, looking complete..."

CH5_SC09,13:57.68,14:05.68,clinical,neurological mapping,"2D minimalist vector illustration of shot. A brain model showing a complete lack of activity in the prefrontal cortex, representing executive depletion. Charcoal and gray tones., flat design, Nordic Noir colors",locked tripod,8.0,shot. A brain model showing a complete lack of activity i...

CH5_SC10,14:05.68,14:13.68,somatization,psychosomatic pain,"2D minimalist vector illustration of close-up shot. Close-up of a neck and shoulders. The muscles are rendered in tense, rigid gray geometric blocks, representing somatization. High contrast shadow lines., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,close-up shot. Close-up of a neck and shoulders. The musc...

CH5_SC11,14:13.68,14:21.68,neutral,narrative,"2D minimalist vector illustration of shot. A person tossing and turning in bed in a dark room, unable to sleep. A blue digital clock on the nightstand shows '3:00 AM'. Moody navy tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,"shot. A person tossing and turning in bed in a dark room,..."

CH5_SC12,14:21.68,14:29.68,somatization,psychosomatic pain,"2D minimalist vector illustration of close-up shot. A doctor's hand writing clinical notes on a patient chart titled 'Psychosomatic Pain / Somatization'. Clinical blue and white tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,close-up shot. A doctor's hand writing clinical notes on ...

CH5_SC13,14:29.68,14:37.68,anxiety,triangle of conflict,"2D minimalist vector illustration of shot. A diagram illustrating David Malan's Triangle of Conflict, showing Anxiety and Defense blocking the Core Emotion. Charcoal background., flat design, Nordic Noir colors",locked tripod,8.0,shot. A diagram illustrating David Malan's Triangle of Co...

CH5_SC14,14:37.68,14:45.68,anxiety,triangle of conflict,"2D minimalist vector illustration of shot. The Triangle of Conflict slowly rotates, showing the block of 'Defense' crumbling under a warm golden spotlight., flat design, Nordic Noir with warm gold accents",slow panning,8.0,"shot. The Triangle of Conflict slowly rotates, showing th..."

CH5_SC15,14:45.68,14:53.68,neutral,narrative,"2D minimalist vector illustration of close-up shot. A person writing their feelings in a journal. As they write, the tense red lines around their shoulders slowly turn into soft gold waves. Cozy lighting., flat design, Nordic Noir with warm gold accents",slow panning,8.0,close-up shot. A person writing their feelings in a journ...

CH5_SC16,14:53.68,15:01.68,neutral,narrative,"2D minimalist vector illustration of shot. A clinical monitor showing a heart rate recovering its healthy variability, represented by a flexible wave line transition. Blue and white tones., flat design, Nordic Noir with icy blue accents",locked tripod,8.0,shot. A clinical monitor showing a heart rate recovering ...

CH5_SC17,15:01.68,15:09.68,soothing,biophilia healing,"2D minimalist vector illustration of medium shot. A person standing up from their meditation mat, stretching their arms and looking out of a window at a sunrise. Warm golden lighting., flat design, Nordic Noir with warm gold accents",slow panning,8.0,medium shot. A person standing up from their meditation m...

CH5_SC18,15:09.68,15:17.68,soothing,soothing system activation,"2D minimalist vector illustration of close-up shot. Close-up of a person's chest. The warning red glow is replaced by a warm, soothing golden light. Warm gray background., flat design, Nordic Noir with warm gold accents",slow dolly-in,8.0,close-up shot. Close-up of a person's chest. The warning ...

CH5_SC19,15:17.68,15:25.68,neutral,narrative,"2D minimalist vector illustration of shot. A dry clay vessel being filled with fresh, clear water, the cracks on its surface slowly closing. Warm amber tones., flat design, Nordic Noir with warm gold accents",slow tilt-down,8.0,"shot. A dry clay vessel being filled with fresh, clear wa..."

CH5_SC20,15:25.68,15:33.68,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. A metal cage slowly dissolving into thin air, freeing the person meditating inside. Warm golden light., flat design, Nordic Noir with warm gold accents",slow panning,8.0,"shot. A metal cage slowly dissolving into thin air, freei..."

CH5_SC21,15:33.68,15:41.68,somatization,psychosomatic pain,"2D minimalist vector illustration of shot. A diagram showing cortisol levels dropping steadily on a dark screen, replaced by glowing gold oxytocin indicators., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,shot. A diagram showing cortisol levels dropping steadily...

CH5_SC22,15:41.68,15:49.68,neutral,narrative,"2D minimalist vector illustration of close-up shot. Close-up of a person's face showing a subtle, genuine smile of relief. Warm and cozy lighting., flat design, Nordic Noir colors",slow dolly-in,8.0,close-up shot. Close-up of a person's face showing a subt...

CH5_SC23,15:49.68,15:57.68,soothing,biophilia healing,"2D minimalist vector illustration of shot. A serene forest stream flowing over smooth stones under a warm sun. Soft green moss on the stones., flat design, Nordic Noir colors",slow panning,8.0,shot. A serene forest stream flowing over smooth stones u...

CH5_SC24,15:57.68,16:05.68,soothing,biophilia healing,"2D minimalist vector illustration of shot. The camera slowly pans up from the stream to the green canopy of trees, letting in golden rays of light. Warm forest atmosphere., flat design, Nordic Noir with warm gold accents",slow panning,8.0,shot. The camera slowly pans up from the stream to the gr...

CH5_SC25,16:05.68,16:12.73,soothing,biophilia healing,"2D minimalist vector illustration of close-up shot. A single green leaf covered in dew drops glistening in the morning sun. Warm golden bokeh., flat design, Nordic Noir with warm gold accents",slow dolly-in,7.05,close-up shot. A single green leaf covered in dew drops g...

CH6_SC01,16:12.73,16:20.73,clinical,data visualization,"2D minimalist vector illustration of shot. A portrait of Albert Einstein next to a false quote graphic. A red 'X' mark is stamped over the quote, correcting the myth. Stark gray and red., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A portrait of Albert Einstein next to a false quote...

CH6_SC02,16:20.73,16:28.73,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. A portrait of Steve Jobs meditating, next to a chaotic, flickering graph representing his real-life emotional instability. Gray and blue tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,"shot. A portrait of Steve Jobs meditating, next to a chao..."

CH6_SC03,16:28.73,16:36.73,burden,karma burden,"2D minimalist vector illustration of shot. A person putting down a heavy steel sword on the ground, representing surrendering the battle of will. Dark gray concrete floor, long shadows., flat design, Nordic Noir colors",slow panning,8.0,shot. A person putting down a heavy steel sword on the gr...

CH6_SC04,16:36.73,16:44.73,neutral,narrative,"2D minimalist vector illustration of close-up shot. Close-up on a person's hands placing a warm, glowing golden cloth over their own shoulders. Cozy lighting., flat design, Nordic Noir with warm gold accents",slow panning,8.0,close-up shot. Close-up on a person's hands placing a war...

CH6_SC05,16:44.73,16:52.73,soothing,soothing system activation,"2D minimalist vector illustration of shot. A diagram illustrating Paul Gilbert's three emotion systems: Threat (Red), Drive (Blue), and Soothing (Green). Charcoal background., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A diagram illustrating Paul Gilbert's three emotion...

CH6_SC06,16:52.73,17:00.73,soothing,soothing system activation,"2D minimalist vector illustration of shot. The green Soothing circle expands slowly, wrapping around the vibrating red Threat circle and calming its vibrations., flat design, Nordic Noir with soft crimson red accents",slow dolly-in,8.0,"shot. The green Soothing circle expands slowly, wrapping ..."

CH6_SC07,17:00.73,17:08.73,detachment,spiritual bypass meditation,"2D minimalist vector illustration of medium shot. A person meditating, with a gentle green aura radiating from their body, representing the activation of the parasympathetic system. Soft, soothing lighting., flat design, Nordic Noir colors",slow panning,8.0,"medium shot. A person meditating, with a gentle green aur..."

CH6_SC08,17:08.73,17:16.73,clinical,scientific validation,"2D minimalist vector illustration of shot. The Researcher's hand pointing to an EEG monitor showing increased activity in the prefrontal cortex during self-compassion practice. Clinical blue and white tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,shot. The Researcher's hand pointing to an EEG monitor sh...

CH6_SC09,17:16.73,17:24.73,neutral,narrative,"2D minimalist vector illustration of close-up shot. Close-up of a person gently touching their own chest with their hand, feeling their heartbeat. Soft, warm golden light, cozy mood., flat design, Nordic Noir with warm gold accents",slow dolly-in,8.0,close-up shot. Close-up of a person gently touching their...

CH6_SC10,17:24.73,17:32.73,helplessness,learned helplessness,"2D minimalist vector illustration of shot. A white bird flying freely out of an open cage into a bright, clear sky. Minimalist, clean lines, peaceful atmosphere., flat design, Nordic Noir colors",slow panning,8.0,shot. A white bird flying freely out of an open cage into...

CH6_SC11,17:32.73,17:40.73,connection,social attachment,"2D minimalist vector illustration of medium shot. Two friends sitting together at a cozy coffee table, talking and laughing. The room is filled with warm, cozy lighting., flat design, Nordic Noir colors",slow panning,8.0,medium shot. Two friends sitting together at a cozy coffe...

CH6_SC12,17:40.73,17:48.73,connection,social attachment,"2D minimalist vector illustration of shot. Close-up of a hand-shake or physical touch between two people, releasing warm golden particles. Soft gray background., flat design, Nordic Noir with warm gold accents",locked tripod close-up,8.0,shot. Close-up of a hand-shake or physical touch between ...

CH6_SC13,17:48.73,17:56.73,neutral,narrative,"2D minimalist vector illustration of shot. A person writing their feelings in a journal, the words 'EXPERIENCE, EXPRESSION, RESOLUTION' appearing in gold ink. Warm lighting., flat design, Nordic Noir with warm gold accents",slow tilt-down,8.0,"shot. A person writing their feelings in a journal, the w..."

CH6_SC14,17:56.73,18:04.73,soothing,biophilia healing,"2D minimalist vector illustration of shot. A heart silhouette opening like a door, letting out a stream of dark particles which then disperse and disappear into the warm air., flat design, Nordic Noir colors",slow panning,8.0,"shot. A heart silhouette opening like a door, letting out..."

CH6_SC15,18:04.73,18:12.73,neutral,narrative,"2D minimalist vector illustration of shot. A diagram showing Mihaly Csikszentmihalyi's Flow model, indicating the optimal state of focus and engagement. Charcoal background., flat design, Nordic Noir colors",locked tripod,8.0,shot. A diagram showing Mihaly Csikszentmihalyi's Flow mo...

CH6_SC16,18:12.73,18:20.73,somatization,psychosomatic pain,"2D minimalist vector illustration of medium shot. A person completely absorbed in painting on a canvas. The brush strokes glow in vibrant colors. Warm studio lighting., flat design, Nordic Noir colors",slow panning,8.0,medium shot. A person completely absorbed in painting on ...

CH6_SC17,18:20.73,18:28.73,clinical,neurological mapping,"2D minimalist vector illustration of shot. A brain scan model showing decreased amygdala activation and increased prefrontal cortex connectivity. Clinical blue and gold tones., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,shot. A brain scan model showing decreased amygdala activ...

CH6_SC18,18:28.73,18:36.73,soothing,biophilia healing,"2D minimalist vector illustration of close-up shot. A single green plant sprouting from a crack in a concrete sidewalk, bathed in warm sunshine. High contrast., flat design, Nordic Noir colors",slow dolly-in,8.0,close-up shot. A single green plant sprouting from a crac...

CH6_SC19,18:36.73,18:44.73,soothing,biophilia healing,"2D minimalist vector illustration of shot. A serene lake reflecting a soft pink and purple sunset sky. Perfect calm, minimalist landscape., flat design, Nordic Noir colors",slow panning,8.0,shot. A serene lake reflecting a soft pink and purple sun...

CH6_SC20,18:44.73,18:52.73,soothing,biophilia healing,"2D minimalist vector illustration of wide shot. A person walking down a peaceful forest pathway under tall pine trees. Dappled golden sunlight., flat design, Nordic Noir with warm gold accents",slow panning,8.0,wide shot. A person walking down a peaceful forest pathwa...

CH6_SC21,18:52.73,19:00.73,neutral,narrative,"2D minimalist vector illustration of shot. A cup of hot tea steaming on a wooden table next to an open book. Cozy home interior, warm light., flat design, Nordic Noir colors",locked tripod,8.0,shot. A cup of hot tea steaming on a wooden table next to...

CH6_SC22,19:00.73,19:08.73,connection,social attachment,"2D minimalist vector illustration of close-up shot. A person gently hugging themselves, eyes closed, with a soft smile of self-acceptance. Cozy and warm lighting., flat design, Nordic Noir colors",slow panning,8.0,"close-up shot. A person gently hugging themselves, eyes c..."

CH6_SC23,19:08.73,19:16.73,neutral,narrative,"2D minimalist vector illustration of shot. Close-up of water droplets merging on a window pane during a gentle summer rain. Soft grey-blue background., flat design, Nordic Noir with icy blue accents",locked tripod close-up,8.0,shot. Close-up of water droplets merging on a window pane...

CH6_SC24,19:16.73,19:24.73,neutral,narrative,"2D minimalist vector illustration of shot. A river winding its way through a green valley, flowing smoothly around obstacles. Soft green and blue tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,"shot. A river winding its way through a green valley, flo..."

CH6_SC25,19:24.73,19:32.73,soothing,biophilia healing,"2D minimalist vector illustration of wide shot. The camera slowly pans across the green valley toward a sunrise over distant mountains. Warm golden morning sun., flat design, Nordic Noir with warm gold accents",slow panning,8.0,wide shot. The camera slowly pans across the green valley...

CH6_SC26,19:32.73,19:40.73,neutral,narrative,"2D minimalist vector illustration of shot. A close-up of a seedling growing in rich dark soil, watered by a gentle hand. Warm light., flat design, Nordic Noir with soft crimson red accents",locked tripod close-up,8.0,"shot. A close-up of a seedling growing in rich dark soil,..."

CH6_SC27,19:40.73,19:45.59,soothing,biophilia healing,"2D minimalist vector illustration of wide shot. A wide, majestic shot of a forest at sunrise. The fog rises, and the warm sun casts a golden glow over the entire landscape., flat design, Nordic Noir with warm gold accents",slow panning,4.86,"wide shot. A wide, majestic shot of a forest at sunrise. ..."

