Scene ID,Chapter,Sentence Count,Duration (Sec),Visual Summary,Video Prompt
CH03_SC001f,3,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person sitting cross-legged in meditation, surrounded by concentric circles of glowing yellow light that form a portal, set against a dark purple and gold gradient background. Symmetrical layout, glowing backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC002a,3,1,8,"Đồ họa vector cấu trúc nơ-ron thần kinh phát ra các xung điện màu xanh cyan.","steady shot showing a flat 2D vector graphic of a network of neuron cells with bright cyan electrical signals flashing along the synaptic pathways, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC003a,3,1,8,"Máy EEG cổ điển năm 1924 với cuộn giấy chạy ra các đường đồ thị dao động liên tục.","slow camera panning showing a flat 2D vector graphic of a vintage 1920s EEG machine with a paper roll scrolling forward, drawing black squiggly lines representing brainwaves, on a solid dark gray background. Soft warm lighting, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC003b,3,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Phát kiến vĩ đại này chứng minh rằng tế bào thần kinh giao tiếp với nhau bằng các tín hiệu điện sinh học.","steady shot showing the clean black silhouette of two hands reaching towards each other, with electric blue sparks jumping between the fingertips, set against a dark indigo and teal gradient background. Symmetrical composition, soft backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC003c,3,1,8,"Máy EEG cổ điển năm 1924 với cuộn giấy chạy ra các đường đồ thị dao động liên tục.","slow camera panning showing a flat 2D vector graphic of a magnifying glass inspecting a tiny, flat, barely wavy line on a graph paper, on a solid dark gray background. Soft warm lighting, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC003d,3,1,8,"Các hạt ion ion Na+ và Ca2+ phát sáng di chuyển qua màng tế bào vỏ não.","steady shot showing a flat 2D vector graphic of a cell membrane with tiny glowing green spheres labeled ""Na+"" and blue spheres labeled ""Ca2+"" flowing through microscopic channels, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC003e,3,1,5,"Các hạt ion ion Na+ và Ca2+ phát sáng di chuyển qua màng tế bào vỏ não.","steady shot showing a flat 2D vector graphic showing positive and negative charge signs (+ and -) separated by a small gap, with glowing lines of force connecting them, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC004a,3,1,6,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic of a small pocket compass with its metal needle trembling ever so slightly, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC004b,3,1,7,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","slow camera panning showing a flat 2D vector graphic of a digital display showing a tiny decimal value like ""0.000000000001 Tesla"" in neon green text, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC004c,3,1,8,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic of a glowing blue globe of Earth with large magnetic field lines surrounding it, on a solid dark gray background. Symmetrical composition, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC004d,3,1,8,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic showing a massive balance scale, with a giant glowing Earth on one side tilting it down completely, and a tiny brain outline on the other side high up in the air, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC004e,3,1,8,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic of a red and blue horseshoe magnet pulling a small metal paperclip, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005a,3,1,8,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic of a wave signal starting thick and rapidly fading into a flat straight line, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005b,3,1,5,"Bóng đen mặt cắt sọ người, các tia điện ion cố thoát ra ngoài nhưng lập tức tan biến.","steady shot showing the clean black silhouette of a human head in profile, with glowing blue spark lines starting inside the brain but stopping abruptly at the skull boundary and fading away, set against a dark teal gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005c,3,1,5,"Các hạt ion ion Na+ và Ca2+ phát sáng di chuyển qua màng tế bào vỏ não.","steady shot showing a flat 2D vector graphic of a glowing green particle colliding with a solid grey wall and dissolving into tiny dark dust specks, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005d,3,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nó bị hòa lẫn vào tiếng ồn điện từ khổng lồ của môi trường xung quanh.","steady shot showing the silhouette of a single person standing in a chaotic storm of multicolored television static waves and abstract noise patterns, set against a dark violet gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005e,3,1,5,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic of a robotic sensor arm pointing towards a person standing a few steps away, with a red question mark symbol flashing on its display screen, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005f,3,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Trừ khi bạn dùng phòng cách âm từ tính siêu việt.","steady shot showing the silhouette of a person sitting inside a thick, multi-layered metal vault room, with bright neon yellow shields surrounding the exterior walls to deflect waves, set against a dark blue and amber gradient background. Symmetrical layout, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC005g,3,1,7,"Đồ họa vector la bàn nhỏ với kim nam châm dao động cực kỳ yếu ớt.","steady shot showing a flat 2D vector graphic of a massive dome-shaped medical scanner helmet surrounded by metal pipes venting cool white liquid helium vapor, on a solid dark gray background. Symmetrical composition, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC006a,3,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Vì thế, ý tưởng dùng sóng não để thu hút tiền bạc là điều bất khả thi về vật lý.","steady shot showing the clean black silhouette of a person trying to pull a floating gold coin towards themselves by reaching out, but the coin drifts away further, set against a dark red and black gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC006b,3,1,8,"Các hạt ion ion Na+ và Ca2+ phát sáng di chuyển qua màng tế bào vỏ não.","steady shot showing a flat 2D vector graphic showing a thick stone wall blocking a flow of bright green electrical signals, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007a,3,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Cố ép bản thân phát sóng ý nghĩ đẩy ta vào nỗ lực cực đoan.","steady shot showing the clean black silhouette of a person walking up a steep mountain of jagged black rocks while carrying a giant glowing boulder labeled ""THOUGHTS"" in English, set against a dark orange and black gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007b,3,1,4,"Silhouette người ngồi thiền nhăn mặt căng thẳng, đầu đầy các tia sét đỏ xung đột.","steady shot showing the clean black silhouette of a person sitting in meditation pose but with a tense, strained posture, while jagged red lightning bolts flash inside their head, set against a dark gray and red gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007c,3,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Bộ não phải làm việc nặng nề để đàn áp những suy nghĩ tự nhiên, tạo ra áp lực nhận thức top-down làm cạn kiệt năng lượng của vỏ não trước trán.","steady shot showing the clean black silhouette of a hand trying to hold down a spring that is vibrating violently under a heavy grey block, set against a dark purple and indigo gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007d,3,1,3,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ta tưởng mình kết nối với vũ trụ.","steady shot showing the clean black silhouette of a person standing on a high cliff reaching their hands up to touch a giant golden spiral galaxy in the sky, set against a dark purple and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007e,3,1,7,"Bóng đen mặt cắt sọ người, các tia điện ion cố thoát ra ngoài nhưng lập tức tan biến.","steady shot showing a flat 2D vector graphic of a battery outline with only one flashing red power bar remaining, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007f,3,1,6,"Silhouette người nằm thả lỏng trôi trên dòng nước tĩnh lặng dưới ánh trăng.","steady shot showing the clean black silhouette of a person floating peacefully on the surface of calm, dark blue water under a large, glowing white crescent moon, set against a dark indigo gradient background. Symmetrical composition, soft backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007g,3,1,3,"Silhouette người nằm thả lỏng trôi trên dòng nước tĩnh lặng dưới ánh trăng.","slow camera panning showing the clean black silhouette of a single autumn leaf drifting gently down a slow-moving, peaceful river stream, under a starry sky, set against a dark teal and violet gradient background. Moody lighting, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC007h,3,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hành động tự diễn ra trôi chảy nhờ thích nghi môi trường, thay vì cố điều khiển vũ trụ bằng ảo tưởng.","steady shot showing the clean black silhouette of a sailboat gliding smoothly across water, pushed gently by a soft wind, set against a dark blue and warm gold gradient background. Symmetrical layout, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC008a,3,1,8,"Các bong bóng hóa học Dopamine màu hồng phát sáng vỡ đôi trong không gian tối.","steady shot showing a flat 2D vector graphic of glowing pink molecular structures representing dopamine bubbles slowly drifting and popping in dark space, on a solid dark gray background. Soft warm lighting, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH03_SC008b,3,1,3,"Các bong bóng hóa học Dopamine màu hồng phát sáng vỡ đôi trong không gian tối.","slow camera panning showing a flat 2D vector graphic of a glowing pink reward cup outline with small pink bubbles rising out of it, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001a,4,1,3,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhiều người từng trải qua cảm giác này.","steady shot showing the clean black silhouette of a person sitting alone on a dark bench, with a faint glowing fog rising around their head, set against a dark teal and violet gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001b,4,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a man holding a glowing gold book, with radiating rings of warm yellow light surrounding his chest, set against a dark purple and coral gradient background. Symmetrical layout, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001c,4,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Chúng ta nhắm mắt lại, tưởng tượng về một cuộc sống đầy đủ, một tài khoản ngân hàng nhiều chữ số.","steady shot showing a flat 2D vector graphic of a closed eye silhouette with a glowing screen showing a digital bank account balance with many zeros ""$10,000,000"" in English, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001d,4,1,7,"Các bong bóng hóa học Dopamine màu hồng phát sáng vỡ đôi trong không gian tối.","steady shot showing a flat 2D vector graphic of multiple glowing pink chemical rings drifting upwards, with spark lines connecting them, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001e,4,1,3,"Bóng đen chân dung Napoleon Hill tách đôi, một nửa sáng một nửa tối tương phản.","steady shot showing a flat 2D vector graphic of a stylized portrait silhouette split down the middle, with a bright neon green lightning bolt dividing it, set against a dark violet gradient background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001f,4,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi đối mặt với thực tế vào sáng hôm sau, ta lại cảm thấy rỗng năng lượng.","steady shot showing the clean black silhouette of a slumped figure sitting at a kitchen table in front of a cold cup of coffee, with a pale blue shadow stretching behind them, set against a dark blue and grey gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC001g,4,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ta trì hoãn và không thể hành động thực tế.","steady shot showing the clean black silhouette of a foot tied to a heavy iron ball labeled ""PROCRASTINATION"" in English, with the person trying to take a step forward, set against a dark gray and orange gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC002a,4,1,7,"Các bong bóng hóa học Dopamine màu hồng phát sáng vỡ đôi trong không gian tối.","steady shot showing a flat 2D vector graphic of a steel bear trap with glowing pink dopamine bubbles floating inside as bait, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC003a,4,1,8,"Máy đo huyết áp y tế cổ điển với cột thủy ngân sụt giảm mạnh mẽ.","steady shot showing a flat 2D vector graphic of a vintage mercury sphygmomanometer with its mercury column at a high level under a warm spotlight, on a solid dark gray background. Symmetrical composition, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC003b,4,1,8,"Máy đo huyết áp y tế cổ điển với cột thủy ngân sụt giảm mạnh mẽ.","steady shot showing a flat 2D vector graphic of a red blood pressure cuff wrapped around a simple gray arm outline, with red glowing pulse waves expanding, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC003c,4,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi chuẩn bị hành động, hệ giao cảm lập tức kích hoạt.","steady shot showing a flat 2D vector graphic of a human silhouette with a glowing red network of nerves running from the spine to the limbs, set against a dark violet gradient background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC003d,4,1,6,"Máy đo huyết áp y tế cổ điển với cột thủy ngân sụt giảm mạnh mẽ.","steady shot showing a flat 2D vector graphic of a heart outline pumping glowing red particles through simple pipe vectors, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC003e,4,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Đây là thế sẵn sàng chiến đấu của cơ thể.","steady shot showing the clean black silhouette of a runner set in a starting blocks position on a track, muscles tense, set against a dark orange and black gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC004a,4,1,8,"Căn phòng làm việc cổ kính, sang trọng tại New York với thảm đỏ và ghế da lớn.","steady shot showing the clean black silhouette of a female scientist in a lab coat writing on a clipboard, standing next to a large chalkboard with experimental graphs in English, set against a dark teal and gray gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC004b,4,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ chọn những tình nguyện viên đang ở trong trạng thái mất nước và cực kỳ khát.","steady shot showing the clean black silhouette of a person walking under a cracked dry desert ground silhouette with a blazing sun above, set against a dark amber and orange gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC004c,4,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhóm thứ nhất được yêu cầu nhắm mắt và hình dung chi tiết cảnh mình đang uống một cốc nước đá mát lạnh, cảm nhận dòng nước chảy qua cổ họng.","steady shot showing the clean black silhouette of a person sitting with closed eyes, with a large glowing blue glass of water with ice cubes floating in their mind bubble, set against a dark teal gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC004d,4,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhóm thứ hai chỉ được nghĩ về những việc bình thường.","steady shot showing a flat 2D vector graphic of a simple office desk calendar with regular dates, under a soft white light, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC005a,4,1,8,"Máy đo huyết áp y tế cổ điển với cột thủy ngân sụt giảm mạnh mẽ.","steady shot showing a flat 2D vector graphic of a mercury blood pressure gauge with the silver mercury column sliding down quickly, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC005b,4,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Bộ não của họ đã bị đánh lừa bởi hình ảnh mô phỏng quá sống động, tin rằng nhu cầu sinh lý của cơ thể đã được đáp ứng hoàn toàn.","steady shot showing a flat 2D vector graphic of a brain outline wearing VR goggles showing a blue water drop symbol, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC005c,4,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hệ thần kinh lập tức phát tín hiệu hạ nhiệt, ngừng huy động năng lượng sinh lý.","steady shot showing a flat 2D vector graphic of a green power button switching to ""OFF"" with a faint red glow, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC005d,4,2,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ cảm thấy thỏa mãn ngắn hạn về nhận thức.","steady shot showing the clean black silhouette of a person sinking deeply into a soft armchair, with a gray cloud floating above their head, set against a dark teal and violet gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC005e,4,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ không còn động lực đứng dậy đi tìm nước thật.","steady shot showing the clean black silhouette of a person sitting facing a real water pitcher on a table just a few feet away, but staring blankly at the floor, set against a dark blue and grey gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC006a,4,1,5,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a man meditating, with glowing golden coins floating around his head in an orbit like planets, set against a dark purple and indigo gradient background. Symmetrical layout, glowing backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC006b,4,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi bạn liên tục hình dung về kết quả thành công, bộ não sẽ giải phóng Dopamine — chất dẫn truyền thần kinh của sự thèm khát và phần thưởng.","steady shot showing a flat 2D vector graphic of a brain profile with multiple glowing pink drops spraying into the center, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC006c,4,1,4,"Các bong bóng hóa học Dopamine màu hồng phát sáng vỡ đôi trong không gian tối.","steady shot showing a flat 2D vector graphic of pink dopamine chemical bubbles popping one by one, leaving behind faint smoke rings, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC006d,4,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nó thưởng cho bạn vì một viễn cảnh mô phỏng trong tâm trí.","steady shot showing the clean black silhouette of a person holding a golden trophy on a stage, which slowly dissolves into a cloud of yellow dust when touched, set against a dark magenta and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC006e,4,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi bộ não tin rằng bạn đã đạt được mục tiêu, nó sẽ ngắt nguồn lực sinh lý.","steady shot showing a flat 2D vector graphic of a power plug being pulled from a socket, with the electric spark fading, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC007a,4,1,7,"Một ly thủy tinh chứa nước đá lạnh buốt nứt vỡ dưới ánh mặt trời gay gắt.","steady shot showing a flat 2D vector graphic of a glass of ice water with multiple cracks spreading across its surface under a hot red sun vector, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC007b,4,1,8,"Chiếc mũ cử nhân đen nằm đơn độc trên sàn nhà đầy bụi bặm.","steady shot showing a flat 2D vector graphic of a black graduation cap lying on a grey floor next to a small stack of untidy letters labeled ""APPLICATIONS"" in English, on a solid dark gray background. Symmetrical composition, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH04_SC007c,4,1,3,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ nhận được ít lời mời phỏng vấn hơn.","steady shot showing a flat 2D vector graphic of a metal mailbox containing a single, tiny envelope labeled ""REJECTION"" in English, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
